名称,地点,薪资,招聘需求,详情网址,区域
资深算法工程师/专家-AI数据服务,上海,50-80K·15薪,"5-10年,本科",https://www.zhipin.com/job_detail/d71b76c2993b7fd31HB-2NS6GFNV.html?lid=4QTC3bNO7xI.search.144&securityId=Z4kNWHJaPMoEM-S1QErYu6eiyO3IZ7c0el1IvVqvc_RYV2KOTwhhyi3J4IaC6tfPX6rX8_FEbA0mW1gcbw9L3YSMvOrAZ-tt0xKOxD4kv3l0DcE-pGt5rAA_nGSJCghsjg8bZc0pgoxi&sessionId=,闵行区
高级多媒体算法工程师（ISP/CP）,上海,80-100K·15薪,"5-10年,本科",https://www.zhipin.com/job_detail/73a728972c6890a31HZ-2tS6E1BR.html?lid=4QTC3bNO7xI.search.145&securityId=OV0Jdd3hhqWG1-X1CZ5BjymzQ7kp-4JYJuZdYqrdsQuWG_yxWjST0c9XB4o7kJpBPlkpecd4rdWgx5ke2jPHo4N863P43cuxEG2PugQ9rlcjXeQ7SuQ4z9rs5-yCCQxsq896Y3oKiQ~~&sessionId=,闵行区
资深用户增长算法工程师,上海·闵行区·华漕,30-60K,"3-5年,本科",https://www.zhipin.com/job_detail/d711aabcbef1f8821HV42Nm-FFNW.html?lid=4QTC3bNO7xI.search.146&securityId=Eg4qQ4K1XTmvF-_1gxbFC5nUutAVeSuYwryxFMW0qTd0bAfsMW0dn4mQLvqT5nT1AxUfm9iLBXJrnVkFmqj8_cRNBV5y_omt4UlDskS3c7esBKsYHNqZ0Szr_u2mZsWZzqsVOSDw&sessionId=,闵行区
算法工程师 (C++/QT）,上海·闵行区·莘庄,20-25K·13薪,"1-3年,硕士",https://www.zhipin.com/job_detail/dacfa83bebbaa1f11HF42d-7GFZU.html?lid=4QTC3bNO7xI.search.147&securityId=VAOf1ASI5hWV--A1YcDDrjbOVkDYlkY1t-sJLzmF6I7nOO6924T7ucSzozcsglq_6FnPW9Lc_1Tcqxjw-jQMrzhA5dVSa9MJM_yHoNSViS0rxZc2CClHnXVpZ5dMvWGGAea3x2mE5Gk~&sessionId=,闵行区
无线通信算法工程师,上海·闵行区·浦江,20-30K,"1-3年,硕士",https://www.zhipin.com/job_detail/43417476387602841HB63dS4EVFZ.html?lid=4QTC3bNO7xI.search.148&securityId=MUMIbEFlNRYiL-41rAhrzd10WFc5dpABHTf_G65I3Dp4Z21JRxz_rAjPn8IfzlmMCnISTol5FKESSXr8yLWi8dvUFcrmA4VzACrpSIlEcQhtUThCnQ7Wn3hfuQTpsS0kKcJewLTzSUEG&sessionId=,闵行区
AIGC大语言模型finetune和prompt算法工程师,上海·闵行区·虹桥,24-35K·14薪,"1-3年,本科",https://www.zhipin.com/job_detail/469eca56fd88b2991X1z39q8FlFS.html?lid=4QTC3bNO7xI.search.149&securityId=rFu3s3Wmg7bsq-m1x2mrF1soVX7UXh9imgSmqYKdm_vhUwOm8ZdfxRajwud3K4hKjK-B-P3S28yzii88QyHQBTU7f0e_K915uBDncmgFyWu1ymhHmJ7e-U7Ot-W3ikx9gtvmOBT9-tPsvw~~&sessionId=,闵行区
资深算法工程师,上海,45-75K·16薪,"5-10年,本科",https://www.zhipin.com/job_detail/c4f38c5addddffc01HBy2dq1ElpT.html?lid=4QTC3bNO7xI.search.151&securityId=pfWWS20d4p81I-B1Yq1Kj4B4GLVIJq8sSkU_QGHEbOdJsZymm2aFKKV4WSx7wjNKJAPnFx4W-BnCT5CWsRms9Q-93LX9RcGieVrZIvbE5ysgg8vJFB0RolkGnXqLmiuwrSVkWdrvg8M~&sessionId=,闵行区
算法工程师,上海,30-35K,"3-5年,本科",https://www.zhipin.com/job_detail/61205e8fc088d4281HB_2NS1GFdZ.html?lid=4QTC3bNO7xI.search.152&securityId=xHVuZXihTnpq8-_14QDaKHrOB9RkpZDOv-jYf162gJUHobRTQdn0WtuvyEQVoZUoGnQ6FkoIBv6ygFzkihW9l41Py4p6C-fBjA-zfbxsEngaAZ7Ol3h34nPgDUcRFyje6pKZgTvovQ~~&sessionId=,闵行区
算法工程师,上海,40-60K,"经验不限,本科",https://www.zhipin.com/job_detail/16fd8d32bdccdb2d1Hd839W7E1RS.html?lid=4QTC3bNO7xI.search.153&securityId=cuHVj9V2kd6RX-N1zkfRX2E9HdZ24rp65VZs1s0B6Kh0L4_ot8vyObbnfTD5241hV3T09H12wISiWqWNXyz4RaOipAhiCDt2ztFT7eNJtLL5x6DlyMaWaysQvSLT5qJrFaJCYdONx8om&sessionId=,闵行区
算法工程师,上海·闵行区·虹桥,16-26K·13薪,"经验不限,本科",https://www.zhipin.com/job_detail/e39a955fbfcbcf3f1Hd_3d-0ElFS.html?lid=4QTC3bNO7xI.search.154&securityId=XowNBDdF2Lk5c-f1wzvWW0WPKHwHLGjCkmvkQKPL1VF2SFOi8uXPRbmA2cJq1vjAtwN0jfg8HBLxXNa7bHEo1Ijc0oFSqCeBGcH9AA7HYa5zYm6jurr3WH4YtrhqWVdIano2p1_Kg2Dh&sessionId=,闵行区
运动控制算法工程师,上海,20-30K·13薪,"3-5年,本科",https://www.zhipin.com/job_detail/e5693bd16fa8ce571Hdz2tW5EVJU.html?lid=4QTC3bNO7xI.search.155&securityId=r1tmMBAzyWCBZ-U1yCMPzW2VDww4HaJYSnczok7sc2OTcGFSoYTSQtK4RGtGjh34YFa-Xy4wyCiemKXkPAt-GmfkWpJftVNWnZRe08tqwyQhdB3aNkbLI2NU7n2R8TOv_lhlYzE3SAKx&sessionId=,闵行区
【发行】资深数据算法工程师(M91L),上海·闵行区·虹桥,35-50K·16薪,"5-10年,本科",https://www.zhipin.com/job_detail/874d5739d0fce7371HB_09W6EldR.html?lid=4QTC3bNO7xI.search.156&securityId=SEshlPm96ulf1-e1hNMzTqQxRlS7ORlAAycCcWK9cJay8nGGu7eDK68MDMJuis7tOWi0qBrohj8-Qp9nxETcBbhIG0L2OPQu6Ot_Jj5I1ELk4HWyRa7o2IkH98aMLbpYLGfnqW7cAg~~&sessionId=,闵行区
大模型算法工程师,上海,50-80K·14薪,"经验不限,博士",https://www.zhipin.com/job_detail/e8b5d26a0632b4171Hd53di9F1ZR.html?lid=4QTC3bNO7xI.search.157&securityId=OIOkC6j5ccA3I-v1MfnXN-5p38BsLnsbVXTd95TKxkR9wKSKmpwuAyD0OZraRfB5lwDJIs2g0tJIN82c7SuwUtV14Pia5vRwWKhffshJvhuGjnkK-TugvNa6V7Z_iOA4fGGvuMwnNqeHcg~~&sessionId=,闵行区
算法工程师,上海·闵行区·虹桥,20-40K,"经验不限,本科",https://www.zhipin.com/job_detail/674901ee2e16d32b1Hdz2Nu8GVdV.html?lid=4QTC3bNO7xI.search.158&securityId=E6_Lxoc7vV-8Q-Q1Fts_bqeOY8YCx7QpTPVi7KoqVgH0BuTRHq1wAGtLJHpVCz4mVSFpt7f3eRH0Bj8aN5GqxGYUesuX7RXAPz6Ig3RAEm4jYv-67oL_ldiFLT3GQ8j41PIHDRF_iKU~&sessionId=,闵行区
计算机视觉算法工程师,上海·闵行区·七宝,30-35K,"1-3年,本科",https://www.zhipin.com/job_detail/ea37dc281fa7053a1HBy0928GVNQ.html?lid=4QTC3bNO7xI.search.159&securityId=fRk2qDl5cf_e--y1SvfozmiFQoV_teoLb3NXjkTtWpvB1OP6mC4_DXkXwNq33zeUluU5bhILc1ilJcFSCwBbJ-2I47d4yhfH7T6MpS0Hh659xOJMDuXW4zo9vT6YkDObUX2h83RZFCuM&sessionId=,闵行区
算法工程师（运动控制）,上海,20-35K,"5-10年,本科",https://www.zhipin.com/job_detail/0e481c2fca9bb4421HB_29S6GFpQ.html?lid=4QTC3bNO7xI.search.160&securityId=yl3szfZpsqwQU-m12anClXR78g9akDkGU6KU0SFf92yPjZ6mAQ_d8IUdZUaLdSCp9sq7GWjiTlh9D8AvJ7XfuzKESiikLYdfqB5TWh3pJXphU5DwdbvlWvIGUt5ypf8bx6Av7QogETps&sessionId=,闵行区
控制算法工程师,上海,30-40K·15薪,"1-3年,硕士",https://www.zhipin.com/job_detail/ed0b1c44e60dfae11HZ929u4FVFT.html?lid=4QTC3bNO7xI.search.161&securityId=qvnlFWQTB8au2-61VzO0HP9EuchsBmZRsU42ENJJhJOAevTwKiuvuT9bHDNlt_iaKpDXygqgm0vk6DXefDzbNd_sMWRbw_ticZgoTWH-CtA2AdpXMIt9gVueXllrp8Xn5TSkMmAKK_I~&sessionId=,闵行区
机器人运动控制算法工程师,上海,40-70K·14薪,"3-5年,硕士",https://www.zhipin.com/job_detail/a4c8b215bee17abf1HF529S7GVVY.html?lid=4QTC3bNO7xI.search.162&securityId=IlB0MhXFLc2Ke-t1lt3ifZhmkgtysRDpwIFOfjbS5Ag1gZxA0wC3qZSvlLaam4rZ8NEoSNfZp9iXfOQfGnT76IjnNTj-9bYFzMFJ1pTM6TNqaiiAVeZfjYndrmbfqW7j9HIquXgqGiqs&sessionId=,闵行区
NLP算法工程师,上海,25-50K·16薪,"经验不限,硕士",https://www.zhipin.com/job_detail/0c5c212f434c602b1Hdz39u7E1JT.html?lid=4QTC3bNO7xI.search.163&securityId=UxmWwHcFg7IpZ-f1ZBDV3sVytfOkFLX5oNJCEKuGqxlYOppKwpff64axg0jgEzSU7QlsPCX9YHALVFFMywydnX8JVCgfZ8cH8cWsXxoE-MZ8tK9hOahr5t5ILCHVP1LBYS_YUuJS4BfL&sessionId=,闵行区
高级图像算法工程师-- 快速成像方向,上海·闵行区·交大师大,30-50K,"3-5年,硕士",https://www.zhipin.com/job_detail/49a5990409354eed1X170tu4FVRQ.html?lid=4QTC3bNO7xI.search.164&securityId=aiHgqWBhYoT5E-41K_d7ZIc9y6GZiCex2Xo6WxnLc-tdBHwIW2Dq8yZ4g9yqi_FCS2Q38AaJSQ_XhoD_WIVnDwE8qIRSb2r2qnZ0a4c2scHRvX23-dPkuRZfbTIzfMW0DL0ZKP9KVZxMeQ~~&sessionId=,闵行区
VEN算法工程师,上海·闵行区·浦江,20-35K·15薪,"3-5年,硕士",https://www.zhipin.com/job_detail/3049dd390a80f3541HBz0964FFRX.html?lid=4QTC3bNO7xI.search.165&securityId=qobr00HgIw5UW-Y1QCRX_C1XIh0YDFb2deWygXXplxUVw7GbCkdOcAvhhqe7CKwQK_oYE6QC0xvXbuVGazuBhenQ6i-Lner_s1LcBxixClolmnO8v1Frxyc6q339hBi3tcbxzJOdhqM~&sessionId=,闵行区
算法工程师,上海·闵行区·颛桥,20-30K,"1-3年,硕士",https://www.zhipin.com/job_detail/d513e0cf5e2334ff1HB40t64EFVX.html?lid=4QTC3bNO7xI.search.166&securityId=8MXJe6ArxjFyK-51rXWSUpMJqLoF2v_oZUCRlsHaerjBYrbojr0i-VIXJ1CKXnEhkadHAkLb-jnKIBKQPvYT-OGrgd7-X828chKjjUzpGVCU0LzKVZgnDHJmjp2ucFMMGVcHh_9ZOKBa&sessionId=,闵行区
算法工程师,上海,35-60K·15薪,"5-10年,本科",https://www.zhipin.com/job_detail/4eacc059622cae721HB82d24EVJX.html?lid=4QTC3bNO7xI.search.167&securityId=pD1K59rBe7nH--M1K_TUCAhLNoq06nAkjp0iJu4mhdoRjt20QKYiwa_M-sikiPZA9X5XHzQAtOcXYfV3dEWkPxUO9-DZVgP-D1XNoNg2UPBtwD2Hu_Bkp6LIssOPjF9PM5YeHi_4Hg~~&sessionId=,闵行区
底盘电机算法工程师,上海,30-50K,"5-10年,硕士",https://www.zhipin.com/job_detail/0ac7c25247f41a2d1HB42tq9F1FT.html?lid=4QTC3bNO7xI.search.168&securityId=PGzoV035riwGp-J1Q3JjZiDnDen4uihveATkwPnszGLc8V6DC2NMuxS5GvfMz-nK6EjsQELocB1BmWK9l_mxrRmDIsn5deS0F7GjoT1h3Kg8UzfI1InnZ4Lta9P_22uXuNND-p5gc0s1Lg~~&sessionId=,闵行区
电力电子算法工程师,上海,20-30K,"1-3年,硕士",https://www.zhipin.com/job_detail/8ba048aabf9f9ead1HF53dm9FFpV.html?lid=4QTC3bNO7xI.search.169&securityId=BRqb14-sD1WGu-E1IEyCvy4RKvkkt4J9qmGR53B5sN8ZQ4woVyJ6Wk4r3wB5aDCKl-A1G6lbhKINWCWV5prwTWKullcX9fYY2UQJ_86a6lpCdAEa4gJAzY_11j03fOLm1n7hIWwIfHw~&sessionId=,闵行区
算法工程师,上海,9-14K,"经验不限,本科",https://www.zhipin.com/job_detail/bd9f7b2ac2850a291HV-0968FFdR.html?lid=4QTC3bNO7xI.search.170&securityId=-UrjbLMK7nguB-p1oy24nY0M3XgBCrBoSLLcgX1EJKSi_H_5OrW0AGOIHAaZeQ8aA5RsVYWn-mCLWTrX4yhLp46vNuGKtr6o2xSxmuaozx53eXd74ktBfoJoGF-MfujSwKk4y-7nQ7F7tw~~&sessionId=,闵行区
大模型算法工程师,上海,50-70K,"1-3年,硕士",https://www.zhipin.com/job_detail/1e3a81e26681e8641X162ti8GVNU.html?lid=4QTC3bNO7xI.search.171&securityId=sKyTK05arkdaO-i1ClMgK12Bw7Ygs7CdiIKGVWkVMSj8pG-j5JzyZiPG5lkScmWNwEh5UiYVSpzN4JUhAXdPY4QCajqL1EIp3vqMom0V7Zv_rmcbh_53h2adCqxearopE46SOF7KjROJ&sessionId=,闵行区
KDi-算法工程师 (MJ004345),上海·闵行区·虹桥,25-40K,"3-5年,本科",https://www.zhipin.com/job_detail/226bdf90254532f61Hd92Nm_GFJY.html?lid=4QTC3bNO7xI.search.172&securityId=YTPxBOFEmbf5D-t1YRxR9-jbo8NfcqI3QmboMk44pRKzT3wa4ZvS34iJsKAczzSzocj_O6M-wPu5NuqG_zMKb1_jODKG99xgE-0GjR6_ZCVFOvvB63TA2pLL2Jq8kxjwcdNBCAS0Z7E~&sessionId=,闵行区
大模型算法工程师,上海,30-60K·15薪,"1-3年,硕士",https://www.zhipin.com/job_detail/24207e760d26400d1X172NS0FlRQ.html?lid=4QTC3bNO7xI.search.173&securityId=0JrXkK8dquuce-z1-IfSylvEBWKHnEYmIc1Lz_uT9LnnWLrl1qtsh-6tMtWGXxHk4OVG-ZPVMMoDRZIsBpwqya1R26MtgR4VWYpXeKubL31W2xi_4D-N_X9E4xvBLMME7Qd4Ov230tyCjA~~&sessionId=,闵行区
电气算法工程师,上海,20-40K·14薪,"经验不限,本科",https://www.zhipin.com/job_detail/837e4627cf2430461HF63tW1EVNR.html?lid=4QTC3bNO7xI.search.174&securityId=vejK67aXKGKfT-D1LDsI1S3wmJHUkl_emHbNZLuxU5IfGotzP-GlpDpqlhhqvMqw-Fl_Bwq3f76hh0J7llgj8CriIBt7cktsqzl-GZy9CE16qkE4a9fwIAAoq02Ej-OlZO35RZ1wW3WZ&sessionId=,闵行区
自动驾驶算法工程师,上海,30-50K,"3-5年,硕士",https://www.zhipin.com/job_detail/986779ba592056be1HF709S6FldX.html?lid=4QTC3bNO7xI.search.175&securityId=_8oEkWK0irCSO-_1OB-nEiOb7Jzfd949nNuyRk5ab8imQ8I9zQ0XvPoLV8pNPY_ddXZVbbSz5QUFX8CVnq-0TWetcPXwsYk9xGuQHE7SoLIUfKNhjvmrX0XAhLMEDxTsYGazWOnBvEI~&sessionId=,闵行区
3D切片算法工程师,上海·闵行区·虹桥,20-40K·13薪,"经验不限,硕士",https://www.zhipin.com/job_detail/8db7267dc87674a71HF50t-6E1BX.html?lid=4QTC3bNO7xI.search.176&securityId=5VtPTGCOk2KNu-s1876iNQRezJ1087sc7zeUooao2SI816vtmcEg3rT00LwQ3VRkYBsYbVyjawYs22vT2GpcWJyLBjxIhH0MmbjGuNU9rojSzYq8Cj0RsTEl-y3YQQe2iiuCoXmFwow~&sessionId=,闵行区
算法开发工程师（宁德时代-校招职位）,上海,20-35K·15薪,"经验不限,硕士",https://www.zhipin.com/job_detail/57bda720ff50ccd11HBy09-8FlNV.html?lid=4QTC3bNO7xI.search.177&securityId=vvFvjp1iignbl-B1l8TkIkb1UGSmHK4Whv7rnkmOXiDB1FRwCc3axYyQ070rrSnhy4chynw2EEta6JFKz1HeRzd2nVQ-FDOqni4HSJCFnuUC0luQgoYeaq0NpU91NxU8MblyKVT9D_0~&sessionId=,闵行区
算法工程师,上海·闵行区·老闵行,20-35K·13薪,"3-5年,本科",https://www.zhipin.com/job_detail/10df8b9621ebb4241XB43NW8E1FY.html?lid=4QTC3bNO7xI.search.178&securityId=PhOhNaPx-Z5Z9-01dwt9fWXNCe_yvI5HvPDxXnJ5krFb1NMoUAJWnGgfGwtbiLpVhaTuvLmg2oBuqEzMfJ_pD_ws44qlcOnLqkjTYxu5ZIeiw0Vo3LLvBxPOkQaAeEztFMlvaGnx8qk~&sessionId=,闵行区
多模态算法工程师/专家,上海,40-70K·16薪,"经验不限,硕士",https://www.zhipin.com/job_detail/82b1471349e811bd1Hd92N27GFVR.html?lid=4QTC3bNO7xI.search.179&securityId=rWLl0IXUhIuZk-W1bpRqQLUhUGbgy0I_1VzfMA2m5VVPOfsl2DdpJZjBhslLRVXLHPGywiUpIkcEB5_puIDK0EY_ki6dLNQeLoWwD8MF25FaHBdT9GihgqP-ypTjT6ZTaV-00CnuVas~&sessionId=,闵行区
计算机视觉算法工程师,上海·闵行区·虹梅路,30-60K·15薪,"3-5年,本科",https://www.zhipin.com/job_detail/21f087fa5849c47d1Xd_2dm9GVFR.html?lid=4QTC3bNO7xI.search.181&securityId=qGPtJzAC958gt-u1Mt_6xwApkg5tY0E5BEwFuiV0rmZYdTCIL2LDEtjTSz3YqrT7Eo1qNiWcqcA9U_7RLpPr5nqwPZ9bqYEdmk7qQiqx3d3FeEhY-Ov8Ndg-5nithXKYrf8Uj1Obv0o~&sessionId=,闵行区
人工智能算法工程师,上海,10-15K,"1-3年,本科",https://www.zhipin.com/job_detail/840e2727c50d009e1nV73Ny1FlVQ.html?lid=4QTC3bNO7xI.search.182&securityId=bGMlIc1Nq5QDL-a1iSYqexR2GWB1obZ2zIcgDmtSx2ynJA0qpJ4wkI_tVpBWGtqipTa94PqBbHQFmUPWCkFHsqhmMtwGCBKftHESf4NFUbCF8T0n_grmLEVagJnXe4Yug7gbcyiGPEBU&sessionId=,闵行区
车道线后处理算法工程师（北京杭州上海）,上海,30-60K,"3-5年,硕士",https://www.zhipin.com/job_detail/5dec64ba4df14ae41HF73tS4GFtW.html?lid=4QTC3bNO7xI.search.183&securityId=W6ZDdvlvLyi4U-N1socDza3TiWoKZ4KSK5AAyu-3UQUtUPO0l2GKJJ_cqsWhvciVnm1IOEbJN2iP7WSRPfu9mO30PP7MCTIfy59h1xkYpL1X7B9-xY_Qzo-tDWbUw3zz_bhXzj19SQ2G&sessionId=,闵行区
路径规划高级算法工程师(J10101),上海·闵行区·虹桥,30-60K,"3-5年,硕士",https://www.zhipin.com/job_detail/70b337be185824fb1HZ_2t61F1pT.html?lid=4QTC3bNO7xI.search.184&securityId=cys9iuJ8rf0FG-o1cN0Ci5yCAt1GYtAJVeiKgUQtstxyMaGbjKGV61MM2HGRerO_vJYG_ti3SZEph9eeWe_aDMX0HuOxBWBrbIxACtrb2I2dReftNYscKU3KWJ_OTaz6NluuilXnkdY~&sessionId=,闵行区
AIGC算法工程师,上海,55-85K·17薪,"5-10年,本科",https://www.zhipin.com/job_detail/4431ab8a6482f75c1Hdz2tm1E1RV.html?lid=4QTC3bNO7xI.search.185&securityId=kgceWnSS6p7J7-N1-IYRSlhWYzIYNuUiK7UCtR9n37kU-AskEgnxyNQZV1BbiqzDuW5sjUpoRP6tI6B7E0NQMn6nQBgB3b9KcAcJqjPeL68KZnCe8p4P-Owuozq0Dj7K25K2RKbm-8I~&sessionId=,闵行区
首席算法工程师,上海,100-200K,"经验不限,硕士",https://www.zhipin.com/job_detail/bfcb31fb5a2544641HZ-3d2_E1VZ.html?lid=4QTC3bNO7xI.search.186&securityId=F9FtCecG0wzMZ-V14kxu4F6WK89J5j33vm19gjrixbn3rP8dkvEVEnzJjV1_kkHLC7Vw8J7hLFOCczrfKc6nVktTA1t-8yggAAV2tD50aouJqb7uwkQqihxnUbezb78GqsmI6fPi4HBF&sessionId=,闵行区
高精定位算法工程师,上海,40-45K·14薪,"3-5年,硕士",https://www.zhipin.com/job_detail/bf19d9b422d943d21HZy2N66EltS.html?lid=4QTC3bNO7xI.search.187&securityId=MqMprMarBFL5r-Y1Ks2ngi29K4RcTE7IEA-WvSmYda_5IB2tMUfZDmew4h7q1cdFOoGLjDP9VYcsxWUsF7JLQOWdd93ksfEbrPgdVysh4D1LhEAiKWiGaY6xvEVU6Fz4nECAkBF75Q~~&sessionId=,闵行区
运动控制算法工程师,上海,25-40K·14薪,"3-5年,硕士",https://www.zhipin.com/job_detail/e31cb2bf2b2537071HF70ti5GFRY.html?lid=4QTC3bNO7xI.search.188&securityId=WIduW1hkC9-Bb-41SRWGbgY1i2udnE1Dw2Hok0EDf4D5wouS9qEQHdOGjbSqZz1vY2A8pCSFqoG8X7wj-ZYXVZ0ZcecjtTHFPT1KDqBxl1S0rNWeF8BDV_Xh7s04gmWauQ4ttCwnNeV2&sessionId=,闵行区
音频算法工程师,上海,28-50K,"5-10年,本科",https://www.zhipin.com/job_detail/f0f16284873e71211HF42NW9F1pZ.html?lid=4QTC3bNO7xI.search.189&securityId=CgTwvUm98ajHq-h1k7uD93hCxztN17pEeJ3YCn55wJSAS9W1eaWqp7PaA9Z6mpMa0GvW12JNjC3SIOWvuYNINW-4qvjnd_8ivvU8BOAJJsvglMQ_cxa2S4Q2KyPKYsJPmgMiCRH9yD0~&sessionId=,闵行区
人工智能算法工程师,上海,20-40K,"1-3年,硕士",https://www.zhipin.com/job_detail/b8333da00aded7811HB_3t-9ElNQ.html?lid=4QTC3bNO7xI.search.190&securityId=5Nr8RYYoKFAOY-u1YQrQVkVu5Jkiz3-jE5NiIkCB3BTBKIFCGZfZnero304clwQXgZDa6O_2MCxyRMtm9Go9yrqWTWKpfWbXkeH8RuOM28rQMwn7ZHHvQaSeaxYsQWXx0LsDqfZjf_wpEQ~~&sessionId=,闵行区
音频算法工程师,上海·闵行区·莘庄,11-20K·13薪,"经验不限,本科",https://www.zhipin.com/job_detail/2236a67e24a290211HZ52d6-ElVX.html?lid=4QTC3bNO7xI.search.191&securityId=oGWz9oPP5UcPk-b15WUN38cAT_BubGM2Lu4fH_1SXJUFNc3Dsx4vnb32r-qA3xjROw9zrI4snNwx6ztv8jKdzwFNKyFDxcE9bPGi2t4gvidTJmJwCR9OhE-Jrbg0vO7Gz1ksawAEWZM~&sessionId=,闵行区
大模型算法工程师,上海,40-70K·15薪,"经验不限,本科",https://www.zhipin.com/job_detail/82dd07002ae6ab1d1Hd43NS_ElRT.html?lid=4QTC3bNO7xI.search.192&securityId=CODANI5kepw7U-B109wXYuE_7HjX7TgUCUqyi9BIFpbNPYCDpGUJ1oPRDh874uX8zFJXhRmAuJEypeoNl67WZwnruVIBCAb1p1s6DGtVpnkzhnjzjo0hLpoAOjhEK546rm2btUDqXV7a&sessionId=,闵行区
强化学习算法工程师,上海·闵行区·虹桥,15-25K·13薪,"1-3年,硕士",https://www.zhipin.com/job_detail/af1ef6c08b2bd8691HB939i_E1JW.html?lid=4QTC3bNO7xI.search.193&securityId=vgZCYiCT2mJ6L-91N2z03jJiOMkue_Lm0rOkewwrrCdFKScWT5flLGSQ5MtoNSS69RtBhWpaeXTPyzMahg_d2T4gQhic7WJRZkJsrvKYJYwb6dWtLUWvp6z_EKVBqXC6uMYrEABATw~~&sessionId=,闵行区
机器学习算法工程师,上海·闵行区·龙柏,15-30K·13薪,"经验不限,本科",https://www.zhipin.com/job_detail/2a443c31a1c2d8da1nN429-9E1FQ.html?lid=4QTC3bNO7xI.search.194&securityId=OSp9PuWPgq42_-U1Nth-5i2L1d0fd-ZwSl7DphWA5C25Vr4na6Ycr1yKQqlod5ofj4uzoP-_CDQpslkT4Lwxu02ntHQ9iCXErjqTYdqdTae7qt9qkz5aVPv6MPJMIoGEHg7uFWHHtg~~&sessionId=,闵行区
算法工程师,上海·闵行区·浦江,18-30K,"3-5年,本科",https://www.zhipin.com/job_detail/a93492108949b3111HV72tS7GFRR.html?lid=4QTC3bNO7xI.search.195&securityId=4MxkTCxMliSTy-j1_U9Gem3ZLlp4QN8v8up2REJesN4LX33w_X5tg-G6gMOrieW6SCVHwspg3ixjicY0jQnupusCdQp27qlOYk7d-yvJ8M5QTZ5gQ7E_7YxGqmfhn6dvSC-jW3T3ioCD&sessionId=,闵行区
多模态算法工程师,上海·闵行区·浦江,40-70K·16薪,"经验不限,硕士",https://www.zhipin.com/job_detail/43ed8ae9ec910ea51HV839m5ElNX.html?lid=4QTC3bNO7xI.search.196&securityId=VEC9a6Pw8S6ST-715w14eANAFIRdanT9JQSwwvr4kbohXIXlW4mzIFW8g86vtf1NCZOIQ5-kwtjAoQ1Sny6OUz8Cl4UqKoX7crlIea6LCh1aOmYEojGtA98BCkMwCrEzUb-FVKBC&sessionId=,闵行区
nlp算法工程师,上海·闵行区·虹桥,22-30K·13薪,"3-5年,本科",https://www.zhipin.com/job_detail/266373746288833f1Hd83dq7F1BX.html?lid=4QTC3bNO7xI.search.197&securityId=YX0GYDIYIKCWO-K1ujjAxjIuQupr6d8-IF44kQ02OthgGObE_LuI9GpLnfYzSWwni9CqMyrdS8jxcFYRWPBRp4xzRbTrxQ_DIlmGPxs1ieGLO7kFliurneYdFJXEV8yaLxrAY3Dk7VU~&sessionId=,闵行区
算法工程师,上海,35-50K·16薪,"经验不限,硕士",https://www.zhipin.com/job_detail/c6e1a277523195601HB40t--FlRR.html?lid=4QTC3bNO7xI.search.198&securityId=859W8zmP1L4iA-o17uL7PSbbq59Qr_vbnSWdlQ-UcwOhSYpXD2zjwa5lsKAGFUzahKOADtVnt1B6r7XEJMaj4l0agrGF1WvtPBj197h7r6dJd8dHQC_yJ6aZdVBaRotvjZgo_5DaXdwd&sessionId=,闵行区
运动控制算法工程师,上海,25-50K,"3-5年,硕士",https://www.zhipin.com/job_detail/e0bbcd501103a7a41HF42d29FlFR.html?lid=4QTC3bNO7xI.search.199&securityId=wHUDuzgD2FFyi-k13HgwZweIPe3nq0RODaMMNXtJbH4FADY_FVv50MTWvk_0hXYkFbIYagd92w6Y6YTm-cM-cInwQcmWDlpnYaYV3ZOdt9-gS_hysdm0bv3aOcY9qVszxxP6WMUOVqc~&sessionId=,闵行区
算法工程师(A93087),上海·闵行区·龙柏,30-55K·14薪,"3-5年,本科",https://www.zhipin.com/job_detail/c950c451e93bbf481HF53dm8FFNW.html?lid=4QTC3bNO7xI.search.200&securityId=DRagu7xH350Yf-c1h4i_jck6e0LfnrLmSQiGlY6AJ8YMNBb1GWwEQIOypJUtYoWMCwyNaWD0DDc5TqJrUwzRMhR3kBl2rZCdGnrPXuFoxKIoEV5dRHaRWJ9NCJVG2oCf0VO0&sessionId=,闵行区
医疗影像算法工程师,上海·闵行区·交大师大,20-40K,"经验不限,硕士",https://www.zhipin.com/job_detail/c3e8f77acde039631XV-3925FFY~.html?lid=4QTC3bNO7xI.search.201&securityId=CLFuNu7tUZucQ-41Wxuum7POJ3ALvCVZmiruQ8i1R9wA3ViRn4oqwoJKJ6F58Fsy5pIS2JbqmEyArzOo4vDcB0Sim0rWG1LcSqPlFni_ypMmCve8xm3LU0rsK7xQrdVlVJYIYWDdEg~~&sessionId=,闵行区
APS算法工程师,上海·闵行区·莘庄,15-25K,"3-5年,本科",https://www.zhipin.com/job_detail/82d13dc5bfeb22d61HF52N-9FFFT.html?lid=4QTC3bNO7xI.search.202&securityId=73fJ14pWkTG9C--1jmxxum6FaOOT2HcLzBI2X6EhLZt1-SmnW7jdq7GUYC3ijjNCAhNzCV67qUYx3-3Gn8vfrdNoOHehdEOxlvHhrvD6Nyp6n-zXRcNIA_tXiXHhtp_ZRk4GiPebFHNI1Q~~&sessionId=,闵行区
